rank,Artist,Title,Image URL,Release Date,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_sec,time_signature,Preview URL
660,Avicii,Without You,https://i.scdn.co/image/ab67616d0000b273a26cc58b4d64c2ece3376389,2017-08-10,81,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.00E+00,0.0456,0.295,133.993,181673,181.673,4,
661,BE:FIRST,Message,https://i.scdn.co/image/ab67616d0000b273dc3aece775bc27e3f91c6d6c,2022-08-29,54,0.719,0.891,1,-5.399,0,0.0299,0.0853,0.00E+00,0.127,0.384,107.997,203864,203.864,4,https://p.scdn.co/mp3-preview/f0a1a00c3b5d062d4c7c547dad1fb92f71dbf95e?cid=133ab60d36dd449d94af25689ddde7ed
662,Fujii Kaze,ロンリーラプソディ,https://i.scdn.co/image/ab67616d0000b273af62b027ee85ae2e2f7c9702,2022-03-23,55,0.598,0.635,5,-8.788,0,0.0426,0.122,3.20E-03,0.107,0.69,150.004,286640,286.64,4,
663,SZA,Kill Bill,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09,87,0.644,0.728,8,-5.75,1,0.0351,0.0543,1.69E-01,0.161,0.43,88.993,153947,153.947,4,https://p.scdn.co/mp3-preview/49dfe4ea78c5d3c5d2923d4a34c50fc4709855cb?cid=133ab60d36dd449d94af25689ddde7ed
664,Red Velvet,Feel My Rhythm,https://i.scdn.co/image/ab67616d0000b2738c4a282e84a53c1c8acf129a,2022-03-21,71,0.412,0.94,1,-2.171,1,0.215,0.0648,0.00E+00,0.358,0.423,157.964,210253,210.253,4,https://p.scdn.co/mp3-preview/1a10a2d214eb53dc0e6a57138d93838fa61b4dfe?cid=133ab60d36dd449d94af25689ddde7ed
665,NINTYSIX,SuperCharger,https://i.scdn.co/image/ab67616d0000b273575199b6685e149b5c75ba03,2023-04-06,53,0.67,0.723,0,-5.375,0,0.046,0.1,0.00E+00,0.0844,0.377,142.007,190320,190.32,4,https://p.scdn.co/mp3-preview/9b4a730b1fef89712ff1a2e77cf252aa5a7173b0?cid=133ab60d36dd449d94af25689ddde7ed
666,Kenshi Yonezu,Flowerwall,https://i.scdn.co/image/ab67616d0000b273f840731c1b6e8d1843f9e101,2015-10-07,46,0.588,0.75,0,-3.485,1,0.023,0.162,0.00E+00,0.112,0.436,90.014,298360,298.36,4,
667,hachi,マトリョシカ - ORIGINAL,https://i.scdn.co/image/ab67616d0000b27334df4a6359487004c821faa0,2011-11-14,60,0.552,0.901,11,-4.313,0,0.0672,0.000102,1.89E-01,0.0387,0.77,102.507,198707,198.707,4,https://p.scdn.co/mp3-preview/7aa39345bfc50c5cd6103d4cf523d9db31beb72a?cid=133ab60d36dd449d94af25689ddde7ed
668,Ayase,飛天,https://i.scdn.co/image/ab67616d0000b273fb3dc7fc86c158fcd5eec3ce,2023-07-06,62,0.616,0.973,10,-2.385,0,0.0888,0.00675,0.00E+00,0.31,0.507,130,183692,183.692,4,https://p.scdn.co/mp3-preview/0248760cd7caa6903910d7d449e384b42b172674?cid=133ab60d36dd449d94af25689ddde7ed
669,Mariah Carey,Oh Santa!,https://i.scdn.co/image/ab67616d0000b273f359dbc23afd197506674e06,2020-12-04,59,0.648,0.938,1,-3.298,1,0.115,0.0339,1.28E-06,0.0564,0.849,78.496,200467,200.467,4,https://p.scdn.co/mp3-preview/698b0bc6bfb59800154df7d1b16543c9b59be4ca?cid=133ab60d36dd449d94af25689ddde7ed
670,BLOOM VASE,Pop Corn,https://i.scdn.co/image/ab67616d0000b273e0dff810ffac603905759694,2020-07-21,56,0.746,0.757,7,-4.149,1,0.0414,0.547,1.04E-06,0.094,0.712,87.509,157714,157.714,4,https://p.scdn.co/mp3-preview/e06078be354765ddba5d7cc7fd16d98205044957?cid=133ab60d36dd449d94af25689ddde7ed
671,Stray Kids,MANIAC,https://i.scdn.co/image/ab67616d0000b27348eefbb034760e932f571790,2022-03-18,61,0.744,0.8,1,-2.63,1,0.266,0.181,0.00E+00,0.0746,0.722,89.925,182758,182.758,4,https://p.scdn.co/mp3-preview/655a68bccdd4c8556599bc3b3b458f469d4e7ed1?cid=133ab60d36dd449d94af25689ddde7ed
672,Ariana Grande,Stuck with U,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,2020-05-08,82,0.597,0.45,8,-6.658,1,0.0418,0.223,0.00E+00,0.382,0.537,178.765,228482,228.482,3,
673,RIIZE,Get A Guitar,https://i.scdn.co/image/ab67616d0000b27308f9aed64208e0f8d9e10f0e,2023-09-04,79,0.9,0.621,8,-5.098,1,0.0717,0.126,9.44E-06,0.101,0.895,109.995,160372,160.372,4,https://p.scdn.co/mp3-preview/c7a5918eacef90f1d25bb9e86178b3d1243785cf?cid=133ab60d36dd449d94af25689ddde7ed
674,natori,猿芝居,https://i.scdn.co/image/ab67616d0000b273bc52207854c8f3a310d5fb77,2023-01-18,64,0.719,0.779,9,-7.67,0,0.086,0.0172,1.12E-06,0.0486,0.855,101.992,175000,175,4,https://p.scdn.co/mp3-preview/9434236a39e386984ab124c92e20170a770c172d?cid=133ab60d36dd449d94af25689ddde7ed
675,CHANMINA,TOKYO 4AM,https://i.scdn.co/image/ab67616d0000b273fc5e4067581a0bf29e65afbb,2023-04-26,50,0.549,0.796,9,-5.857,1,0.109,0.0143,0.00E+00,0.0927,0.438,180.035,201295,201.295,4,https://p.scdn.co/mp3-preview/9a6400c7da5a54737f9a799a34f6c93b86cac424?cid=133ab60d36dd449d94af25689ddde7ed
676,¥ellow Bucks,My Resort,https://i.scdn.co/image/ab67616d0000b273fc5e58eaa9df90a70271d918,2020-08-21,59,0.824,0.752,9,-4.496,1,0.035,0.0314,3.93E-06,0.122,0.739,117.991,132813,132.813,4,https://p.scdn.co/mp3-preview/f139b4beb610b20dadc2fc8255a2e160f1a120b4?cid=133ab60d36dd449d94af25689ddde7ed
677,RADWIMPS,大団円,https://i.scdn.co/image/ab67616d0000b2736c1675f1471fdf0fe7a51f77,2023-07-04,54,0.488,0.992,1,-0.824,1,0.104,0.00099,7.57E-03,0.0808,0.335,110.082,325851,325.851,4,
678,¥ellow Bucks,Higher - Remix,https://i.scdn.co/image/ab67616d0000b273add3cae1dc011d01d144889a,2023-10-20,61,0.81,0.8,4,-3.964,0,0.0426,0.0138,0.00E+00,0.21,0.29,123.088,236489,236.489,4,https://p.scdn.co/mp3-preview/1953262df467177fde0d965d3605c5b4c6e81fcf?cid=133ab60d36dd449d94af25689ddde7ed
679,Agust D,"People, Pt. 2",https://i.scdn.co/image/ab67616d0000b273bff049a2215c768b6432499f,2023-04-07,78,0.729,0.574,7,-4.779,0,0.0589,0.391,0.00E+00,0.319,0.438,88.94,213995,213.995,4,https://p.scdn.co/mp3-preview/c08aa5fda6a67991fd99c62bd987e02f601f68bc?cid=133ab60d36dd449d94af25689ddde7ed
680,(G)I-DLE,Nxde,https://i.scdn.co/image/ab67616d0000b273568f9eafaf4580222d2aa22a,2022-10-17,59,0.728,0.912,0,-1.961,1,0.165,0.0388,1.03E-05,0.473,0.651,136.059,178453,178.453,4,https://p.scdn.co/mp3-preview/35463499584b38e96efc6013844937d8bc094520?cid=133ab60d36dd449d94af25689ddde7ed
681,Billie Eilish,everything i wanted,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,2019-11-13,86,0.704,0.225,6,-14.454,0,0.0994,0.902,6.57E-01,0.106,0.243,120.006,245426,245.426,4,
682,YOASOBI,Blue,https://i.scdn.co/image/ab67616d0000b273b2a91431b3b8dfb60200b6c6,2021-10-29,54,0.726,0.825,10,-4.386,1,0.0468,0.248,0.00E+00,0.263,0.723,135.034,248444,248.444,4,https://p.scdn.co/mp3-preview/c530e81f6a65d1de73f5b7b224ef8a7d2c6c0a16?cid=133ab60d36dd449d94af25689ddde7ed
683,ZEROBASEONE,In Bloom,https://i.scdn.co/image/ab67616d0000b273f71278c35bf2f271f87a7aa8,2023-07-10,59,0.52,0.898,6,-3.403,1,0.0856,0.179,3.18E-06,0.116,0.385,82.012,180988,180.988,4,https://p.scdn.co/mp3-preview/3410704cf9ea8a0c44b40b41182593a993760ad3?cid=133ab60d36dd449d94af25689ddde7ed
684,Aimyon,朝陽,https://i.scdn.co/image/ab67616d0000b2734cf57a2df30a90a9a3fc39ef,2020-09-09,48,0.692,0.939,0,-3.836,0,0.0875,0.0399,7.81E-04,0.116,0.487,113.101,203653,203.653,4,https://p.scdn.co/mp3-preview/03a4d2c986e032527bf26f4984dfc29655f09d16?cid=133ab60d36dd449d94af25689ddde7ed
685,hachi,パンダヒーロー - ORIGINAL,https://i.scdn.co/image/ab67616d0000b27334df4a6359487004c821faa0,2011-11-14,50,0.487,0.915,11,-5.144,0,0.0767,1.74E-05,9.44E-02,0.317,0.589,95.007,227360,227.36,4,https://p.scdn.co/mp3-preview/a3fd99a173477d5e568e3f674ac366df4304d36b?cid=133ab60d36dd449d94af25689ddde7ed
686,RIP SLYME,熱帯夜,https://i.scdn.co/image/ab67616d0000b2738f6a9c290929806b17e5d0cd,2007-07-25,52,0.653,0.881,1,-3.955,1,0.0457,0.0755,8.65E-04,0.0279,0.73,168.996,290893,290.893,4,https://p.scdn.co/mp3-preview/9e5f969d436f8f6dd09e960dd5d5552c81cb7fdb?cid=133ab60d36dd449d94af25689ddde7ed
687,Lil Nas X,INDUSTRY BABY,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,2021-07-23,81,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.00E+00,0.0501,0.894,149.995,212000,212,4,https://p.scdn.co/mp3-preview/e692ccfcdfe7010a8c1ed61de7937c7686ed072d?cid=133ab60d36dd449d94af25689ddde7ed
688,Eve,藍才,https://i.scdn.co/image/ab67616d0000b273601cd4ec7540a003640e29a4,2021-12-03,40,0.626,0.829,5,-6.897,0,0.0458,0.0159,0.00E+00,0.173,0.629,131.984,256213,256.213,4,https://p.scdn.co/mp3-preview/76a9ec22b654ae9b6e09a4e36c23be73f547e20c?cid=133ab60d36dd449d94af25689ddde7ed
689,Meghan Trainor,Made You Look,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff,2022-10-21,85,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92E-06,0.0771,0.884,144.981,134256,134.256,4,https://p.scdn.co/mp3-preview/f0eb89945aa820c0f30b5e97f8e2cab42d9f0a99?cid=133ab60d36dd449d94af25689ddde7ed
690,syudou,インザバックルーム,https://i.scdn.co/image/ab67616d0000b273fae9638e9ae98005b63b1a97,2022-11-09,47,0.494,0.978,11,-1.597,0,0.16,0.0639,0.00E+00,0.292,0.545,168.899,206000,206,4,https://p.scdn.co/mp3-preview/6725d18717550650204043a58d92f68d56f413b0?cid=133ab60d36dd449d94af25689ddde7ed
691,Nissy,Rendezvous,https://i.scdn.co/image/ab67616d0000b273a75b0b8960a708fc1db298cc,2023-07-14,55,0.702,0.824,4,-3.434,1,0.0356,0.319,0.00E+00,0.175,0.8,100.005,226300,226.3,4,https://p.scdn.co/mp3-preview/fddf8f065e7cfb819d695adf65dfe7d1eb3f746f?cid=133ab60d36dd449d94af25689ddde7ed
692,DREAMS COME TRUE,大阪LOVER,https://i.scdn.co/image/ab67616d0000b27396550f393c95d7e4cf85171c,2007-01-01,65,0.745,0.727,4,-4.902,0,0.0268,0.00554,0.00E+00,0.375,0.546,129.703,266560,266.56,4,
693,Creep Hyp,青梅,https://i.scdn.co/image/ab67616d0000b273a47b19cdc97d6c3ae960e35f,2023-05-31,57,0.76,0.606,11,-5.998,1,0.035,0.0949,0.00E+00,0.0921,0.904,133.001,191236,191.236,4,
694,Ed Sheeran,Overpass Graffiti,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2021-10-29,74,0.52,0.849,9,-3.794,0,0.186,0.00253,0.00E+00,0.119,0.774,175.908,236907,236.907,4,https://p.scdn.co/mp3-preview/a270f5d908ad26b344e26d2915c93f1db9e37eba?cid=133ab60d36dd449d94af25689ddde7ed
695,ELLEGARDEN,Mountain Top,https://i.scdn.co/image/ab67616d0000b2736c795df60a32c2e9448a0cd9,2022-12-21,48,0.597,0.83,4,-3.851,0,0.0309,8.12E-05,1.18E-06,0.164,0.469,124.009,249680,249.68,4,
696,BUMP OF CHICKEN,天体観測,https://i.scdn.co/image/ab67616d0000b273f5017c120597ec5a35015ef6,2002-02-20,64,0.366,0.949,1,-3.552,1,0.11,0.381,0.00E+00,0.0902,0.467,164.979,263600,263.6,4,https://p.scdn.co/mp3-preview/25a8eaa19507cc6d4f3f0af0d857bd0d16eebbca?cid=133ab60d36dd449d94af25689ddde7ed
697,Yuuri,桜晴,https://i.scdn.co/image/ab67616d0000b273d0bd51668da5629aa0cc77d8,2022-01-12,59,0.601,0.31,11,-7.554,1,0.0313,0.922,0.00E+00,0.108,0.529,79.928,238240,238.24,4,https://p.scdn.co/mp3-preview/ad5d5fbbeab6cd2eee0c80f72776c08d2ae6a485?cid=133ab60d36dd449d94af25689ddde7ed
698,BTS,Skit,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,2020-11-20,50,0.703,0.321,4,-13.135,1,0.884,0.864,0.00E+00,0.908,0.544,114.822,179548,179.548,4,https://p.scdn.co/mp3-preview/1999bbfc048a9f702cc850749fbce9a15d797792?cid=133ab60d36dd449d94af25689ddde7ed
699,Tele,ロックスター,https://i.scdn.co/image/ab67616d0000b273f64993f6a01a6ca9c46dd78c,2022-12-14,56,0.688,0.661,1,-4.706,1,0.032,0.192,0.00E+00,0.0757,0.845,94.997,239626,239.626,4,https://p.scdn.co/mp3-preview/2cd0bfeafb23e5732f594453077d981902dda9d0?cid=133ab60d36dd449d94af25689ddde7ed
700,Mr.Children,ケモノミチ,https://i.scdn.co/image/ab67616d0000b273a49e182b1a20bb679d404ec9,2023-09-16,57,0.504,0.542,2,-6.953,1,0.0277,0.282,0.00E+00,0.343,0.356,112.966,238543,238.543,3,https://p.scdn.co/mp3-preview/4de5d90e2133105d74f6f3cc837cdef17f8e098d?cid=133ab60d36dd449d94af25689ddde7ed
701,NiziU,Sweet Bomb!,https://i.scdn.co/image/ab67616d0000b2730a51914332a4b8c4793fb68e,2020-12-02,44,0.8,0.919,1,-5.064,0,0.0667,0.0213,2.62E-03,0.273,0.853,129.035,175587,175.587,4,https://p.scdn.co/mp3-preview/b788fd1034c07bf889a66aba02ca61205b60bf9f?cid=133ab60d36dd449d94af25689ddde7ed
702,iri,渦,https://i.scdn.co/image/ab67616d0000b273a58dde03a5bf5978d5b05829,2021-06-16,45,0.734,0.682,1,-8.891,0,0.0792,0.0204,2.51E-04,0.0974,0.673,109.99,300714,300.714,4,https://p.scdn.co/mp3-preview/db0ca3c3eba59a1c094a50e3a6f031f28a20ed1d?cid=133ab60d36dd449d94af25689ddde7ed
703,INI,Rocketeer,https://i.scdn.co/image/ab67616d0000b273c93d82aa7201efb6ebf80ab2,2021-09-26,48,0.777,0.854,10,-4.289,0,0.127,0.0246,0.00E+00,0.261,0.481,114.999,187600,187.6,4,
704,[Alexandros],無心拍数 - アオアシ ver.,https://i.scdn.co/image/ab67616d0000b2737d24d7642c88c8712ef48d91,2022-06-03,51,0.493,0.967,8,-2.177,1,0.0577,0.00142,0.00E+00,0.348,0.514,97.488,210967,210.967,4,
705,UVERworld,ENCORE AGAIN,https://i.scdn.co/image/ab67616d0000b27316a6134a8e12604c1de30992,2023-07-19,54,0.673,0.63,1,-5.46,0,0.0864,0.01,0.00E+00,0.0268,0.631,159.963,219733,219.733,4,https://p.scdn.co/mp3-preview/f2cf165955f90061b774c11bcaaa1977542884bb?cid=133ab60d36dd449d94af25689ddde7ed
706,BTS,Butter (Instrumental),https://i.scdn.co/image/ab67616d0000b2732a7ffc5834a6a087a8125e1e,2021-07-09,29,0.429,0.387,1,-7.486,1,0.0753,0.000178,8.02E-01,0.142,0.41,109.893,162147,162.147,4,https://p.scdn.co/mp3-preview/ccfcea2621527ca276a0115347988a3d696aa677?cid=133ab60d36dd449d94af25689ddde7ed
707,sakanaction,プラトー,https://i.scdn.co/image/ab67616d0000b2736eb21d2d6ed165ab28a6a141,2022-03-30,45,0.48,0.817,1,-5.206,0,0.133,0.0105,2.76E-05,0.284,0.519,162.053,265867,265.867,4,https://p.scdn.co/mp3-preview/6441970779f4d7faab78936e9ca33e637dede3a5?cid=133ab60d36dd449d94af25689ddde7ed
708,ALI,LOST IN PARADISE,https://i.scdn.co/image/ab67616d0000b2734d0fb5b5d49c879a5cfed01e,2020-10-10,70,0.648,0.904,6,-4.565,0,0.0786,0.0961,2.07E-06,0.0629,0.728,121.994,327967,327.967,4,https://p.scdn.co/mp3-preview/ce9df0a8439fd8df2a4abadf18d2ef1bb4cdc132?cid=133ab60d36dd449d94af25689ddde7ed
709,Bella Poarch,Build a Bitch,https://i.scdn.co/image/ab67616d0000b273aeeb722667c831a4f5429ff0,2021-05-14,74,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,122773,122.773,4,https://p.scdn.co/mp3-preview/a4418753144a9ae47dd009b4a6e53a7ece1fcc57?cid=133ab60d36dd449d94af25689ddde7ed
710,NiziU,Blue Moon,https://i.scdn.co/image/ab67616d0000b27325940d4057d5ecbe682c1bed,2022-11-20,54,0.645,0.76,9,-3.378,1,0.0368,0.596,0.00E+00,0.166,0.434,90,244110,244.11,4,https://p.scdn.co/mp3-preview/da172be87fe013c57e61a4628c0aee6e2d253a90?cid=133ab60d36dd449d94af25689ddde7ed
711,Kenshi Yonezu,vivi,https://i.scdn.co/image/ab67616d0000b2731565ef88a7b2a866e09c6f45,2012-05-16,53,0.553,0.937,11,-4.227,1,0.079,0.0014,2.46E-06,0.163,0.804,119.981,270733,270.733,4,https://p.scdn.co/mp3-preview/7e380ce0624fd0cc9ce1b09719035361b680f8ec?cid=133ab60d36dd449d94af25689ddde7ed
712,Donny Hathaway,This Christmas,https://i.scdn.co/image/ab67616d0000b2731449e58d25586e59b0f82c19,1990-04-03,63,0.634,0.645,5,-9.2,1,0.0376,0.292,0.00E+00,0.246,0.677,93.047,231173,231.173,4,https://p.scdn.co/mp3-preview/00fa59868f8eddb1b9c9c45dee879f14a29ff89b?cid=133ab60d36dd449d94af25689ddde7ed
713,King Gnu,飛行艇,https://i.scdn.co/image/ab67616d0000b273a2272c8966971b7b04066241,2020-01-15,66,0.475,0.841,1,-2.94,1,0.0446,0.0711,0.00E+00,0.357,0.469,79.936,260893,260.893,4,https://p.scdn.co/mp3-preview/b8130311c6199d239d1bf08a500c9fb9376c5779?cid=133ab60d36dd449d94af25689ddde7ed
714,yama,a.m.3:21,https://i.scdn.co/image/ab67616d0000b273d731257a712c87c2f9544866,2020-08-12,56,0.634,0.736,5,-5.006,0,0.109,0.295,1.10E-04,0.215,0.752,110.169,208409,208.409,4,https://p.scdn.co/mp3-preview/2d0d0efd190f234453d0b6a2b0a7abe9e66955f3?cid=133ab60d36dd449d94af25689ddde7ed
715,Remioromen,粉雪,https://i.scdn.co/image/ab67616d0000b27308f7ae793cb83f730be8e572,2006-05-17,60,0.482,0.702,7,-4.761,1,0.0256,0.246,3.31E-05,0.233,0.232,82.031,325773,325.773,4,https://p.scdn.co/mp3-preview/ca11c0f98b6312a157105b10077144df152fc2d7?cid=133ab60d36dd449d94af25689ddde7ed
716,SPITZ,楓,https://i.scdn.co/image/ab67616d0000b273af435c7a624796983dd8d34f,1998-01-01,64,0.441,0.706,8,-5.27,1,0.0287,0.192,6.77E-01,0.0847,0.463,80.108,325693,325.693,4,
717,BLACKPINK,Kill This Love,https://i.scdn.co/image/ab67616d0000b2731f2c9885eb0f4facb9da9cd3,2019-04-05,59,0.738,0.861,2,-4.141,1,0.237,0.318,1.82E-03,0.325,0.58,131.98,189040,189.04,4,
718,Lilas Ikuta,蒲公英,https://i.scdn.co/image/ab67616d0000b273f2bf2441257bc438766b92ce,2023-01-17,46,0.679,0.622,9,-4.604,0,0.0333,0.0863,8.70E-05,0.169,0.528,107.009,191988,191.988,4,https://p.scdn.co/mp3-preview/6ce6f018e4ff39fdaa882f12beaaa20e24503e27?cid=133ab60d36dd449d94af25689ddde7ed
719,JO1,Romance,https://i.scdn.co/image/ab67616d0000b273171fad131ed0d75f1b48676a,2023-04-05,43,0.53,0.868,1,-2.648,1,0.0509,0.125,0.00E+00,0.132,0.518,157.912,236680,236.68,4,https://p.scdn.co/mp3-preview/64baa09145bf808efafd5c3264692a4ff11e2087?cid=133ab60d36dd449d94af25689ddde7ed
720,Doja Cat,Kiss Me More,https://i.scdn.co/image/ab67616d0000b2736c031afd210aed3084f80956,2021-04-09,79,0.762,0.701,8,-3.541,1,0.0286,0.235,1.58E-04,0.123,0.742,110.968,208867,208.867,4,https://p.scdn.co/mp3-preview/e3ea7622ca746e1e96c3dac7d7e07b7ccfdeb3f1?cid=133ab60d36dd449d94af25689ddde7ed
721,natori,金木犀,https://i.scdn.co/image/ab67616d0000b273655482242beb0633ba180d0c,2023-08-25,65,0.571,0.902,1,-5.121,1,0.0816,0.0755,0.00E+00,0.835,0.772,118.04,275213,275.213,4,https://p.scdn.co/mp3-preview/c9f5a9f05ab9be2a732e7234ebe1c7951496f198?cid=133ab60d36dd449d94af25689ddde7ed
722,WurtS,Talking Box,https://i.scdn.co/image/ab67616d0000b27323988edcd8de03b090e77caa,2022-03-18,63,0.787,0.664,1,-6.487,1,0.0642,0.109,8.55E-05,0.0728,0.597,140.028,128979,128.979,4,https://p.scdn.co/mp3-preview/a940c279d65cfd9714541bd9b62db224a5fdfc97?cid=133ab60d36dd449d94af25689ddde7ed
723,Ado,Usseewa,https://i.scdn.co/image/ab67616d0000b273484ac1b150aabffdecd7a201,2023-03-13,6,0.525,0.978,11,-1.072,0,0.0815,0.00485,0.00E+00,0.06,0.577,178.069,204920,204.92,4,
724,BTS,FAKE LOVE,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,2018-05-18,77,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.00E+00,0.306,0.345,77.502,242334,242.334,4,https://p.scdn.co/mp3-preview/24ec465728ed83e2113589cd0fdab7f0de11bf7a?cid=133ab60d36dd449d94af25689ddde7ed
725,Ava Max,Christmas Without You,https://i.scdn.co/image/ab67616d0000b27303b62c85d2bf8959aa4fe30c,2023-11-03,0,0.654,0.596,1,-4.68,1,0.0458,0.424,0.00E+00,0.11,0.382,118.078,169245,169.245,4,https://p.scdn.co/mp3-preview/b4ec58f6d40670ed041d8be4fe5577632a3efe57?cid=133ab60d36dd449d94af25689ddde7ed
726,Bruno Mars,Smokin Out The Window,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,2021-11-12,68,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.00E+00,0.351,0.848,82.03,197443,197.443,4,https://p.scdn.co/mp3-preview/03985ea0f5b53660c352773875ba5159533fe692?cid=133ab60d36dd449d94af25689ddde7ed
727,Bruno Mars,Skate,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,2021-11-12,64,0.708,0.598,5,-8.365,1,0.0291,0.037,0.00E+00,0.17,0.698,112.027,203123,203.123,4,https://p.scdn.co/mp3-preview/3e93cbec6eb68471b1c027bd057175cdb7590dfc?cid=133ab60d36dd449d94af25689ddde7ed
728,sumika,Lovers,https://i.scdn.co/image/ab67616d0000b273b4695efdcdd9e57051815e48,2016-05-25,65,0.606,0.919,11,-2.024,1,0.0318,0.0657,0.00E+00,0.297,0.766,114.474,250800,250.8,4,https://p.scdn.co/mp3-preview/5e1e1753af234bcd6209148ff059b42b054f4387?cid=133ab60d36dd449d94af25689ddde7ed
729,(sic)boy,Heaven's Drive,https://i.scdn.co/image/ab67616d0000b2732e48476ca5deb5d97219b1f7,2020-10-28,53,0.429,0.624,10,-5.294,1,0.0804,0.0899,0.00E+00,0.276,0.495,133.236,214200,214.2,5,https://p.scdn.co/mp3-preview/96fbf4d0f2bcf9bace090913c8731a04422a294e?cid=133ab60d36dd449d94af25689ddde7ed
730,King Gnu,Prayer X,https://i.scdn.co/image/ab67616d0000b273e921fc686dbd113760a3c1ea,2019-01-16,63,0.528,0.752,11,-6.006,1,0.28,0.419,0.00E+00,0.181,0.542,174.112,195227,195.227,4,https://p.scdn.co/mp3-preview/7bd3ad59683d24833b7d5c10c34dc939ece1853d?cid=133ab60d36dd449d94af25689ddde7ed
731,Shuta Sueyoshi,HACK,https://i.scdn.co/image/ab67616d0000b27349cd281730fa83e7af6b092b,2019-01-16,51,0.686,0.861,0,-8.613,1,0.0586,0.00939,2.10E-05,0.135,0.978,154.994,192000,192,4,https://p.scdn.co/mp3-preview/fc46bef76d5073a8459a49370f35fc8ed5da75d3?cid=133ab60d36dd449d94af25689ddde7ed
732,GReeeeN,アカリ,https://i.scdn.co/image/ab67616d0000b273c51bfce138ad912c71edbf01,2021-07-26,51,0.58,0.793,1,-7.383,1,0.135,0.118,0.00E+00,0.157,0.567,170.045,177307,177.307,4,
733,ZAYN,A Whole New World (End Title),https://i.scdn.co/image/ab67616d0000b2736c076fc850f473e8eb9a898c,2019-05-09,67,0.302,0.414,2,-8.16,1,0.0319,0.0575,0.00E+00,0.0861,0.105,110.508,242956,242.956,4,
734,ONE OK ROCK,Wasted Nights,https://i.scdn.co/image/ab67616d0000b273cbc358e2b350a7389a7c2927,2019-02-13,60,0.569,0.824,5,-5.287,1,0.041,0.0175,0.00E+00,0.0727,0.385,125.053,224773,224.773,4,https://p.scdn.co/mp3-preview/7e4c9c9b7aae06de134058294c956387049a6f2f?cid=133ab60d36dd449d94af25689ddde7ed
735,SPITZ,大好物,https://i.scdn.co/image/ab67616d0000b2735695be37b186cd81bf6285c8,2021-11-03,44,0.658,0.881,0,-4.12,1,0.0429,0.135,2.71E-05,0.085,0.893,122.002,248350,248.35,4,
736,Tani Yuuki,ワンダーランド,https://i.scdn.co/image/ab67616d0000b2732defddc0c9001fdde0fb1381,2023-03-29,55,0.639,0.78,0,-4.421,1,0.0439,0.0832,0.00E+00,0.0587,0.689,78.041,199824,199.824,4,https://p.scdn.co/mp3-preview/46fcc7de86528e1f20de7da14bf4b59f580a3c09?cid=133ab60d36dd449d94af25689ddde7ed
737,BOYS PLANET,Hot Summer,https://i.scdn.co/image/ab67616d0000b273f86c5c45e58e55a2e16ac64f,2023-04-21,60,0.631,0.76,9,-3.695,0,0.043,0.0862,0.00E+00,0.199,0.606,75.043,226840,226.84,4,https://p.scdn.co/mp3-preview/bf5a58e65eb0fbf92defc6b5dfd678f06cc94be3?cid=133ab60d36dd449d94af25689ddde7ed
738,(sic)boy,Miss You feat. Vernon of SEVENTEEN,https://i.scdn.co/image/ab67616d0000b273ac4381f45823449bd9f2b0b0,2023-07-18,52,0.684,0.827,2,-4.375,1,0.0396,0.0279,0.00E+00,0.139,0.621,105.988,184760,184.76,4,
739,結束バンド,カラカラ,https://i.scdn.co/image/ab67616d0000b27309ca036917527fa198ead7b1,2022-12-25,56,0.528,0.942,4,-2.603,1,0.0391,0.00512,3.11E-06,0.106,0.547,94.995,265133,265.133,4,https://p.scdn.co/mp3-preview/05ac05afd3176835d2b33a7102b99af1725319be?cid=133ab60d36dd449d94af25689ddde7ed
740,Ed Sheeran,Beautiful People,https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0,2019-06-28,74,0.64,0.648,5,-8.113,0,0.187,0.124,0.00E+00,0.0802,0.548,92.977,197867,197.867,4,https://p.scdn.co/mp3-preview/7339f908427088d58a75f5ea674df5659a4b184c?cid=133ab60d36dd449d94af25689ddde7ed
