rank,Artist,Title,Image URL,Release Date,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_sec,time_signature,Preview URL
577,yama,Oz.,https://i.scdn.co/image/ab67616d0000b273bf256e32edf00ffd4e977592,2021-10-22,56,0.403,0.723,7,-4.609,1,0.0339,0.0422,7.48E-06,0.374,0.441,75.989,194274,194.274,4,https://p.scdn.co/mp3-preview/9a62638809019ed6abadb81260fb8f150cbeb98f?cid=133ab60d36dd449d94af25689ddde7ed
578,Creep Hyp,栞,https://i.scdn.co/image/ab67616d0000b27343c6295c890cc8e12f76fced,2018-09-26,65,0.505,0.883,6,-3.094,1,0.0481,0.0117,0.00E+00,0.0578,0.666,100.496,261547,261.547,4,
579,GReeeeN,キセキ,https://i.scdn.co/image/ab67616d0000b273fc61638ac2da9d0b99840357,2008-06-04,56,0.642,0.616,0,-4.259,1,0.0257,0.103,0.00E+00,0.179,0.317,90.035,271880,271.88,4,
580,JO1,Venus,https://i.scdn.co/image/ab67616d0000b27398b30b29a8f52066dfb2f39c,2023-09-17,58,0.657,0.868,6,-2.948,1,0.0533,0.0469,0.00E+00,0.12,0.289,115.043,198320,198.32,4,https://p.scdn.co/mp3-preview/2d0489e62756e19d6c22f5be457b51f62d1e6157?cid=133ab60d36dd449d94af25689ddde7ed
581,BTS,Euphoria,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,2018-08-24,78,0.637,0.799,2,-4.518,1,0.0338,0.394,0.00E+00,0.0921,0.57,104.996,228615,228.615,4,https://p.scdn.co/mp3-preview/af20f36301df394eeca1794397a853c2d38bd5f3?cid=133ab60d36dd449d94af25689ddde7ed
582,yama,カーテンコール,https://i.scdn.co/image/ab67616d0000b2739837e1807123c1dfef3748d4,2021-05-28,44,0.639,0.917,9,-4.845,0,0.0473,0.0385,0.00E+00,0.314,0.765,123.016,219207,219.207,4,https://p.scdn.co/mp3-preview/74913a65187bc180af3058cc1c6e2324606ffa22?cid=133ab60d36dd449d94af25689ddde7ed
583,milet,コイコガレ,https://i.scdn.co/image/ab67616d0000b273af469b0589b1f11babf263ee,2023-04-17,60,0.337,0.925,9,-4.649,1,0.0822,0.000366,2.99E-06,0.292,0.355,174.986,215867,215.867,4,https://p.scdn.co/mp3-preview/ca1662ac37aacc795e2e41d1650e007b5181a0c2?cid=133ab60d36dd449d94af25689ddde7ed
584,GReeeeN,愛唄,https://i.scdn.co/image/ab67616d0000b273b631c9faf0f016171f495d6c,2007-05-16,53,0.511,0.79,8,-3.703,1,0.0305,0.0766,0.00E+00,0.223,0.418,169.903,236907,236.907,4,
585,Olivia Rodrigo,good 4 u,https://i.scdn.co/image/ab67616d0000b2735a0d17bdfa410f3c8c0a0561,2023-11-06,0,0.556,0.661,6,-5.052,0,0.204,0.3,0.00E+00,0.101,0.668,168.56,178148,178.148,4,
586,SEVENTEEN,F*ck My Life,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,2023-04-24,72,0.736,0.685,5,-4.762,1,0.0604,0.0849,0.00E+00,0.0955,0.857,80.022,202280,202.28,4,https://p.scdn.co/mp3-preview/9851d5e3251f54aa1e56b064d925b06eef27de5f?cid=133ab60d36dd449d94af25689ddde7ed
587,Aimer,Deep down,https://i.scdn.co/image/ab67616d0000b27367b3ddc2f162440b8953c5c9,2022-12-07,55,0.188,0.692,5,-5.773,0,0.0514,0.238,0.00E+00,0.224,0.178,158.213,227147,227.147,4,https://p.scdn.co/mp3-preview/867c64062b64896f5dda2acd39c769fb4562cc76?cid=133ab60d36dd449d94af25689ddde7ed
588,JO1,Gradation,https://i.scdn.co/image/ab67616d0000b273acaf19ba3711ad73d2013f03,2023-08-31,56,0.67,0.757,4,-4.085,1,0.0321,0.0835,0.00E+00,0.0816,0.359,115.04,197147,197.147,4,https://p.scdn.co/mp3-preview/2ce7a97bb0868696c17fcc295d4fa08b44ce570e?cid=133ab60d36dd449d94af25689ddde7ed
589,SUSHIBOYS,OMG,https://i.scdn.co/image/ab67616d0000b2739304314b0af82d795e7bf6a5,2017-10-15,58,0.734,0.876,0,-6.387,1,0.305,0.169,2.37E-06,0.0917,0.73,79.954,184914,184.914,4,https://p.scdn.co/mp3-preview/6ad6a051e4081f60e963db2d07e56df4a0e81c59?cid=133ab60d36dd449d94af25689ddde7ed
590,Olivia Rodrigo,vampire,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,2023-09-08,95,0.511,0.532,5,-5.745,1,0.0578,0.177,0.00E+00,0.291,0.35,138.005,219724,219.724,4,
591,SEVENTEEN,Darl+ing,https://i.scdn.co/image/ab67616d0000b2732139a9fca45751cc0b0f53ba,2022-04-15,68,0.71,0.686,0,-4.926,1,0.0713,0.296,0.00E+00,0.492,0.483,96.06,176547,176.547,4,https://p.scdn.co/mp3-preview/cb7c2faa0fa7461e322c51bab18487d53b195af6?cid=133ab60d36dd449d94af25689ddde7ed
592,SEVENTEEN,DREAM,https://i.scdn.co/image/ab67616d0000b2735fd71030aee6507ffa659b25,2022-11-08,58,0.773,0.775,0,-6.041,1,0.077,0.0456,1.03E-06,0.281,0.561,99.995,186067,186.067,4,
593,Yuuri,アストロノーツ,https://i.scdn.co/image/ab67616d0000b273188327ac9022d86ad2dd6483,2023-03-29,60,0.65,0.729,5,-5.289,1,0.0344,0.0698,4.27E-05,0.31,0.575,117.021,198893,198.893,4,https://p.scdn.co/mp3-preview/0ba11cb9595321edd9dc761656b46f4741194a6b?cid=133ab60d36dd449d94af25689ddde7ed
594,NCT 127,Fact Check,https://i.scdn.co/image/ab67616d0000b273c70356909ffa7c29078de50b,2023-10-06,79,0.759,0.907,5,-2.651,0,0.113,0.081,0.00E+00,0.257,0.591,130.016,184653,184.653,4,https://p.scdn.co/mp3-preview/352d1fef4f3d5fa7e59c05f3c13956bb8508e164?cid=133ab60d36dd449d94af25689ddde7ed
595,Ed Sheeran,Eyes Closed,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,2023-05-05,85,0.793,0.52,11,-7.457,0,0.0696,0.246,0.00E+00,0.0878,0.309,107.014,194926,194.926,4,https://p.scdn.co/mp3-preview/7cd2576f2d27799fe8c515c4e0fc880870a5cc88?cid=133ab60d36dd449d94af25689ddde7ed
596,SUDA MASAKI,ユアーズ,https://i.scdn.co/image/ab67616d0000b2734e1e25f11c859122b4e0d90c,2023-07-29,63,0.575,0.465,0,-5.198,1,0.0313,0.635,0.00E+00,0.325,0.322,137.986,266613,266.613,4,https://p.scdn.co/mp3-preview/9a83def684038b396c4cfed72747b7bfe610cb0e?cid=133ab60d36dd449d94af25689ddde7ed
597,Burl Ives,A Holly Jolly Christmas - Single Version,https://i.scdn.co/image/ab67616d0000b2739eb75ec73e2e3a0451e4fa42,2021-12-06,1,0.665,0.365,0,-13.03,1,0.03,0.653,0.00E+00,0.109,0.865,140.418,133840,133.84,4,
598,Sabrina Carpenter,Christmas the Whole Year Round,https://i.scdn.co/image/ab67616d0000b27312a5667be1297558fda6c0e1,2015-01-01,51,0.565,0.898,6,-2.956,1,0.0915,0.146,0.00E+00,0.131,0.962,187.917,179427,179.427,4,
599,Harry Styles,As It Was,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,2022-05-20,95,0.52,0.731,6,-5.338,0,0.0557,0.342,1.01E-03,0.311,0.662,173.93,167303,167.303,4,https://p.scdn.co/mp3-preview/c43dd07043b29e800c1a65b3a0102861fa3cf418?cid=133ab60d36dd449d94af25689ddde7ed
600,King Gnu,F.O.O.L,https://i.scdn.co/image/ab67616d0000b273910d1037220b48d995eabe88,2021-12-01,54,0.681,0.942,8,-4.283,1,0.0712,0.209,0.00E+00,0.292,0.6,120.004,174920,174.92,4,https://p.scdn.co/mp3-preview/babec42fb90ef1924f1c36a83ccb9db8b3753b17?cid=133ab60d36dd449d94af25689ddde7ed
601,Ado,missing,https://i.scdn.co/image/ab67616d0000b273d4b90b053709196d1d2d1ac8,2022-06-15,0,0.831,0.616,0,-5.882,1,0.0958,0.163,0.00E+00,0.0924,0.478,110.06,150651,150.651,4,https://p.scdn.co/mp3-preview/496667ab90fce059025e22b6bfdc8440a45e624d?cid=133ab60d36dd449d94af25689ddde7ed
602,The Weeknd,Die For You,https://i.scdn.co/image/ab67616d0000b273f62bf2b26bcf174ca2b48a66,2023-11-05,0,0.602,0.528,1,-7.152,0,0.0556,0.11,0.00E+00,0.157,0.455,133.851,260256,260.256,4,
603,kZm,TEENAGE VIBE,https://i.scdn.co/image/ab67616d0000b27303079ccd2d9797b64f2c5a7a,2020-04-22,58,0.532,0.944,11,-4.633,0,0.287,0.0698,0.00E+00,0.0519,0.532,179.017,157582,157.582,4,https://p.scdn.co/mp3-preview/b3c138b337b65f318306c2dc279228121a31219d?cid=133ab60d36dd449d94af25689ddde7ed
604,Dua Lipa,Dance The Night (From Barbie The Album),https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192,2023-05-25,94,0.671,0.845,11,-4.93,0,0.048,0.0207,0.00E+00,0.329,0.775,110.056,176579,176.579,4,https://p.scdn.co/mp3-preview/acaea048f50a3b30ca24b348c84a6047373baabb?cid=133ab60d36dd449d94af25689ddde7ed
605,Tani Yuuki,Unreachable love song,https://i.scdn.co/image/ab67616d0000b273b5900aef5989a39a87bda771,2021-12-08,58,0.773,0.827,9,-5.584,1,0.0341,0.206,0.00E+00,0.349,0.546,106.032,220326,220.326,4,https://p.scdn.co/mp3-preview/788cdb2bcabefa9dcae7c93a7bab495137caa299?cid=133ab60d36dd449d94af25689ddde7ed
606,milet,us,https://i.scdn.co/image/ab67616d0000b273c5d339e4346028648c72bc0b,2020-06-03,62,0.57,0.778,6,-4.378,1,0.0386,0.044,0.00E+00,0.0843,0.168,123.847,255947,255.947,4,https://p.scdn.co/mp3-preview/4137ee5adb1e6c58483aa340fb843ddb19db243d?cid=133ab60d36dd449d94af25689ddde7ed
607,milet,Anytime Anywhere,https://i.scdn.co/image/ab67616d0000b273226d5c168f602298610fb028,2023-09-29,69,0.365,0.767,4,-4.107,1,0.0659,0.498,0.00E+00,0.156,0.399,109.261,230450,230.45,5,https://p.scdn.co/mp3-preview/f89539ba88d7d16fa4ba140901983f9f4595c85d?cid=133ab60d36dd449d94af25689ddde7ed
608,AKMU,Love Lee,https://i.scdn.co/image/ab67616d0000b273a75d7535b8657385f8232449,2023-08-21,81,0.914,0.532,5,-6.6,0,0.0734,0.453,4.57E-06,0.169,0.706,100.029,179683,179.683,4,https://p.scdn.co/mp3-preview/d727c95b435a47d0cb07e7cec4e24c02760018cb?cid=133ab60d36dd449d94af25689ddde7ed
609,SUDA MASAKI,ラストシーン,https://i.scdn.co/image/ab67616d0000b2731b2cce74af582d5886ba6606,2021-11-07,46,0.387,0.87,6,-3.855,1,0.057,0.0512,0.00E+00,0.113,0.409,149.824,269773,269.773,4,https://p.scdn.co/mp3-preview/d7de6b135b4ffc474200dec18dae3bab04f7579d?cid=133ab60d36dd449d94af25689ddde7ed
610,IMP.,CRUISIN',https://i.scdn.co/image/ab67616d0000b27317c4708c9029b220b69b2264,2023-11-06,0,0.674,0.603,5,-6.919,0,0.0375,0.193,0.00E+00,0.0915,0.811,80.988,204815,204.815,4,https://p.scdn.co/mp3-preview/7fffd9bfefe60f07fb2eff5cb6fbdc0b88f657b8?cid=133ab60d36dd449d94af25689ddde7ed
611,8LOOM,Forever or Never,https://i.scdn.co/image/ab67616d0000b2738cbdd4b800379d61d3cdf84e,2022-12-07,45,0.646,0.894,1,-4.638,1,0.112,0.195,0.00E+00,0.159,0.539,99.968,241864,241.864,4,
612,League of Legends,GODS,https://i.scdn.co/image/ab67616d0000b273e4179b3fb74beaf0cdfa7a13,2023-10-04,87,0.588,0.765,3,-5.914,0,0.0518,0.00685,3.23E-05,0.2,0.492,145.988,220878,220.878,4,https://p.scdn.co/mp3-preview/48e35140231ef0c9978ecae5a20a866ed7fa5107?cid=133ab60d36dd449d94af25689ddde7ed
613,Shota Shimizu,Fallin,https://i.scdn.co/image/ab67616d0000b27359a5ccdeaf8616bad0b0c242,2023-05-31,58,0.672,0.541,11,-7.515,1,0.0348,0.151,0.00E+00,0.17,0.453,151.985,232060,232.06,4,https://p.scdn.co/mp3-preview/6ec4d9c38318281211b92e8fd8ced676629286e9?cid=133ab60d36dd449d94af25689ddde7ed
614,JIHYO,Killin′ Me Good,https://i.scdn.co/image/ab67616d0000b273cc4aba9d86a65fdab6306fa9,2023-08-18,63,0.742,0.921,5,-0.672,1,0.0703,0.207,0.00E+00,0.0446,0.67,111.967,185920,185.92,4,https://p.scdn.co/mp3-preview/0e852939d9c319712786a2a0613b256b4118cfde?cid=133ab60d36dd449d94af25689ddde7ed
615,TWICE,Wonderful Day,https://i.scdn.co/image/ab67616d0000b27379e2f324a8a4a1ddd05520f1,2021-12-15,56,0.611,0.578,9,-4.224,1,0.0335,0.395,0.00E+00,0.168,0.547,74.944,211213,211.213,4,https://p.scdn.co/mp3-preview/f721d56414dd23e1afe5384c99ae2bfbb492c4a7?cid=133ab60d36dd449d94af25689ddde7ed
616,Sukima Switch,全力少年,https://i.scdn.co/image/ab67616d0000b273d0624e5204e7871f088a65b9,2005-07-20,66,0.639,0.79,2,-4.156,1,0.0263,0.25,0.00E+00,0.299,0.733,133.948,272747,272.747,4,
617,Gen Hoshino,Cube,https://i.scdn.co/image/ab67616d0000b273824988846b02bc281ac74a1e,2021-10-18,42,0.645,0.98,0,-3.288,0,0.0939,0.026,6.77E-06,0.183,0.76,147.944,205667,205.667,4,https://p.scdn.co/mp3-preview/344ab9e4026c6f595a72ef9869ce96702bc2f369?cid=133ab60d36dd449d94af25689ddde7ed
618,森七菜,スマイル,https://i.scdn.co/image/ab67616d0000b273e314bb758e7bfa8a2c4c9054,2020-07-19,49,0.784,0.743,1,-4.842,0,0.0303,0.15,0.00E+00,0.295,0.886,123.986,176800,176.8,4,https://p.scdn.co/mp3-preview/849c527b4a188269a4e31e77033d7025ba4a6658?cid=133ab60d36dd449d94af25689ddde7ed
619,HIRAIDAI,タカラモノ,https://i.scdn.co/image/ab67616d0000b273c1d447cace2a6c10e68bc35d,2021-03-28,41,0.709,0.522,0,-6.627,0,0.11,0.138,0.00E+00,0.615,0.601,75.975,196652,196.652,4,https://p.scdn.co/mp3-preview/c9b86911e078d205ccdb932233651b544898cc0e?cid=133ab60d36dd449d94af25689ddde7ed
620,P丸様｡,シル・ヴ・プレジデント,https://i.scdn.co/image/ab67616d0000b273ea0a8254377bf98ec4fc6d8b,2021-03-17,56,0.647,0.9,1,-2.383,1,0.113,0.0237,2.25E-02,0.314,0.746,175.926,190493,190.493,4,
621,ARASHI,A-RA-SHI:Reborn,https://i.scdn.co/image/ab67616d0000b273b51971c140fb38a387ee0c7e,2019-12-20,33,0.718,0.8,9,-5.715,1,0.0587,0.00588,1.63E-05,0.337,0.266,117.98,205928,205.928,4,https://p.scdn.co/mp3-preview/377a76b9c6e63afa35df35fd2d9ef3e18bbcc9f8?cid=133ab60d36dd449d94af25689ddde7ed
622,MAISONdes,アイタリナイ,https://i.scdn.co/image/ab67616d0000b273a740f9efcae5e414f437b933,2023-01-13,62,0.617,0.959,11,-2.836,0,0.0938,0.122,0.00E+00,0.198,0.88,167.06,162367,162.367,4,https://p.scdn.co/mp3-preview/1fff4fd20a0651455b04436b503596b4d1828ef1?cid=133ab60d36dd449d94af25689ddde7ed
623,aiko,カブトムシ,https://i.scdn.co/image/ab67616d0000b2733b2550ba6ca5262414f78ebf,1999-11-17,63,0.5,0.475,0,-4.834,0,0.0268,0.111,0.00E+00,0.28,0.255,149.096,313067,313.067,4,https://p.scdn.co/mp3-preview/7d6bdd7e7eda0b1ef4e35d661138113feda96019?cid=133ab60d36dd449d94af25689ddde7ed
624,Shawn Mendes,Señorita,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,2019-06-21,80,0.759,0.54,9,-6.039,0,0.0287,0.037,0.00E+00,0.0945,0.75,116.947,190960,190.96,4,
625,Nissy,トリコ,https://i.scdn.co/image/ab67616d0000b2730b1bea66afccec32a25f0846,2018-09-30,59,0.632,0.799,2,-3.436,1,0.036,0.0855,0.00E+00,0.061,0.719,90.016,232440,232.44,4,https://p.scdn.co/mp3-preview/bcddb658db6d9ed165340fb0eba243f64d036f22?cid=133ab60d36dd449d94af25689ddde7ed
626,Stray Kids,THE SOUND,https://i.scdn.co/image/ab67616d0000b2735be41bed68a2bbb4fb1b6044,2023-01-28,63,0.569,0.846,6,-3.185,0,0.336,0.015,0.00E+00,0.105,0.377,188.051,180733,180.733,4,https://p.scdn.co/mp3-preview/570091e644f0da834f8ff6aaeb0ecc4f74add8f5?cid=133ab60d36dd449d94af25689ddde7ed
627,JO1,Tiger,https://i.scdn.co/image/ab67616d0000b27367d9a5924dee814bdb50b8fe,2023-03-19,45,0.771,0.944,4,-1.393,0,0.0686,0.0975,0.00E+00,0.0839,0.515,153.028,185120,185.12,4,https://p.scdn.co/mp3-preview/389c9a9ea2bc8c8b000a3e497e79e437ad0454b2?cid=133ab60d36dd449d94af25689ddde7ed
628,Hikaru Utada,Face My Fears (Japanese Version),https://i.scdn.co/image/ab67616d0000b273042c8cba908ec4201c55a679,2019-01-18,31,0.625,0.729,1,-6.785,0,0.101,0.0136,0.00E+00,0.133,0.441,159.765,222013,222.013,3,https://p.scdn.co/mp3-preview/d5ca5f588322f0ee2fc43f094252fadc3932d480?cid=133ab60d36dd449d94af25689ddde7ed
629,Avicii,Waiting For Love,https://i.scdn.co/image/ab67616d0000b2731ba6bf41aa88aee19f086e9d,2015-10-02,61,0.579,0.736,6,-3.863,0,0.0527,0.31,0.00E+00,0.198,0.613,127.999,230613,230.613,4,
630,Eve,平行線,https://i.scdn.co/image/ab67616d0000b27391218c6bb99302601c168627,2021-02-05,43,0.642,0.663,1,-5.188,1,0.0331,0.0316,0.00E+00,0.116,0.307,120.984,275090,275.09,4,https://p.scdn.co/mp3-preview/723c5e90760161a032301c36e32be0f1f80043fb?cid=133ab60d36dd449d94af25689ddde7ed
631,BTS,DNA,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,2017-09-18,72,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.00E+00,0.0678,0.696,129.817,223123,223.123,4,https://p.scdn.co/mp3-preview/5031e0d1f4e1dedd05ade1b24a3beec07d7c75ce?cid=133ab60d36dd449d94af25689ddde7ed
632,NMIXX,Roller Coaster,https://i.scdn.co/image/ab67616d0000b2736a1a2d9019156adcacc33476,2023-07-03,58,0.714,0.899,7,-3.387,1,0.0578,0.095,0.00E+00,0.4,0.63,120.026,179373,179.373,4,https://p.scdn.co/mp3-preview/28579308844c5c22d1b4541d87e9d2533690e8f4?cid=133ab60d36dd449d94af25689ddde7ed
633,ELLEGARDEN,Strawberry Margarita,https://i.scdn.co/image/ab67616d0000b2736c795df60a32c2e9448a0cd9,2022-12-21,49,0.583,0.94,9,-3.371,1,0.0575,6.11E-05,0.00E+00,0.0655,0.387,109.493,189893,189.893,4,
634,aespa,Savage,https://i.scdn.co/image/ab67616d0000b273d8cc2281fcd4519ca020926b,2021-10-05,75,0.727,0.879,9,-1.167,1,0.129,0.124,1.17E-05,0.244,0.671,146.959,238144,238.144,4,https://p.scdn.co/mp3-preview/a6d7a86d035c5ca5cca700d2dfe43e4ee2ba265a?cid=133ab60d36dd449d94af25689ddde7ed
635,Kenshi Yonezu,アンビリーバーズ,https://i.scdn.co/image/ab67616d0000b273f840731c1b6e8d1843f9e101,2015-10-07,44,0.583,0.963,1,-3.053,1,0.0615,0.00897,9.88E-04,0.151,0.581,133.026,282880,282.88,4,
636,Gen Hoshino,恋,https://i.scdn.co/image/ab67616d0000b2739d4ba286e27809658e5669da,2016-10-05,57,0.622,0.795,9,-3.219,1,0.0408,0.00121,0.00E+00,0.151,0.907,157.993,253333,253.333,4,https://p.scdn.co/mp3-preview/9d157370894316e1442f4b4e4dbc8d58e0a5779b?cid=133ab60d36dd449d94af25689ddde7ed
637,ONE OK ROCK,Stand Out Fit In,https://i.scdn.co/image/ab67616d0000b273cbc358e2b350a7389a7c2927,2019-02-13,60,0.625,0.839,11,-5.255,1,0.0386,0.0291,0.00E+00,0.141,0.34,126.023,214547,214.547,4,https://p.scdn.co/mp3-preview/f51edb7c184a4f1e3a1d68cb20b19ea7d9eeb2c4?cid=133ab60d36dd449d94af25689ddde7ed
638,Sam Smith,Unholy,https://i.scdn.co/image/ab67616d0000b273910f435d5eb3a11bdc07fd9c,2023-11-03,0,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83E-06,0.318,0.224,131.007,156943,156.943,4,
639,ARASHI,A・RA・SHI,https://i.scdn.co/image/ab67616d0000b27319ef759b06a7bbd4284fbe7d,1999-11-03,49,0.439,0.953,9,-4.133,1,0.157,0.0305,0.00E+00,0.132,0.475,120.432,267069,267.069,4,https://p.scdn.co/mp3-preview/b4bbdeb0bdab8ee986ce540d01037a616a7c27c5?cid=133ab60d36dd449d94af25689ddde7ed
640,ARASHI,Monster,https://i.scdn.co/image/ab67616d0000b2736d9b9a3d3c42456d0fb3d964,2010-05-19,55,0.656,0.939,10,-4.042,0,0.0792,0.192,0.00E+00,0.373,0.744,134.946,267515,267.515,4,https://p.scdn.co/mp3-preview/1d9309529228c2e68d92e30d2cb444d718eeeb25?cid=133ab60d36dd449d94af25689ddde7ed
641,[Alexandros],閃光,https://i.scdn.co/image/ab67616d0000b2734e7f918d919693867de42278,2021-04-28,59,0.546,0.964,5,-3.923,0,0.057,0.000124,3.43E-06,0.0802,0.481,104.057,265467,265.467,4,
642,NewJeans,Cookie,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,2022-08-01,78,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.00E+00,0.0894,0.661,156.935,235562,235.562,4,https://p.scdn.co/mp3-preview/d059b8ea163242692099c452cbed3de596c2e624?cid=133ab60d36dd449d94af25689ddde7ed
643,STUTS,Presence II,https://i.scdn.co/image/ab67616d0000b273eb06459cac82abc131b628a2,2021-05-26,33,0.431,0.732,6,-5.875,0,0.0871,0.415,1.35E-05,0.0841,0.329,93.618,250509,250.509,4,https://p.scdn.co/mp3-preview/c1fb94c9064885c0703de568c34d474aeac6a84d?cid=133ab60d36dd449d94af25689ddde7ed
644,Tani Yuuki,Cheers,https://i.scdn.co/image/ab67616d0000b2732defddc0c9001fdde0fb1381,2023-03-29,52,0.761,0.689,2,-5.097,1,0.0447,0.105,0.00E+00,0.277,0.577,98.027,229978,229.978,4,https://p.scdn.co/mp3-preview/5c1cc29ed89de745d22175fe1b46885868981827?cid=133ab60d36dd449d94af25689ddde7ed
645,Gguggugi,Switch,https://i.scdn.co/image/ab67616d0000b273575199b6685e149b5c75ba03,2023-04-06,53,0.684,0.855,11,-3.657,1,0.159,0.0271,0.00E+00,0.349,0.492,99.973,179027,179.027,4,https://p.scdn.co/mp3-preview/7afa0e2556eabb9aa07d9a6797bcfc3e38ead749?cid=133ab60d36dd449d94af25689ddde7ed
646,aespa,Better Things,https://i.scdn.co/image/ab67616d0000b273c2bcf77ad1fe40f6c7b88609,2023-08-18,81,0.782,0.767,0,-5.383,1,0.0529,0.11,3.23E-03,0.496,0.548,115.027,203216,203.216,4,https://p.scdn.co/mp3-preview/54e10e7a50a44013ca75be6d0e27faf95a2b3f0f?cid=133ab60d36dd449d94af25689ddde7ed
647,OneRepublic,I Ain't Worried,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,2022-05-13,91,0.704,0.797,0,-5.927,1,0.0475,0.0826,7.45E-04,0.0546,0.825,139.994,148486,148.486,4,
648,imase,ユートピア,https://i.scdn.co/image/ab67616d0000b2730bd133197c421d500d38d5eb,2023-07-07,63,0.671,0.884,1,-6.128,1,0.0355,0.0888,9.09E-06,0.262,0.824,105.001,272036,272.036,4,
649,Sia,Santa's Coming For Us,https://i.scdn.co/image/ab67616d0000b273fb2bdfd6b5b8a1b079333d00,2023-11-03,0,0.546,0.814,1,-6.191,1,0.12,0.0218,0.00E+00,0.0475,0.724,92.986,205267,205.267,4,https://p.scdn.co/mp3-preview/12d2601b5915ddf273d2c64a6de791c36051cb24?cid=133ab60d36dd449d94af25689ddde7ed
650,Repezen Foxx,XOXO,https://i.scdn.co/image/ab67616d0000b2734fc6f32f507ff5136a64d728,2022-08-19,55,0.779,0.789,10,-8.656,1,0.0411,0.207,0.00E+00,0.354,0.336,125.034,149024,149.024,4,https://p.scdn.co/mp3-preview/7e24d3dbe4851ca9d74af772de69284b35e4ef5a?cid=133ab60d36dd449d94af25689ddde7ed
651,Vaundy,life hack,https://i.scdn.co/image/ab67616d0000b273292ec8115884b7533905dd1a,2020-05-27,62,0.71,0.664,9,-5.663,1,0.0486,0.0214,9.42E-04,0.114,0.779,90.978,226442,226.442,4,https://p.scdn.co/mp3-preview/f38a12b54d87ac1bb138ac8886045861f6448e09?cid=133ab60d36dd449d94af25689ddde7ed
652,SEVENTEEN,Fire,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,2023-04-24,69,0.963,0.666,1,-3.085,1,0.274,0.0864,0.00E+00,0.0723,0.771,119.96,158213,158.213,4,https://p.scdn.co/mp3-preview/e74c6f0b3a8e98e99942eab428b3898c58db649f?cid=133ab60d36dd449d94af25689ddde7ed
653,ZUTOMAYO,猫リセット,https://i.scdn.co/image/ab67616d0000b273635d8c539b7997cd5e6e72bc,2021-12-02,45,0.741,0.902,0,-2.28,0,0.0514,0.137,0.00E+00,0.072,0.935,115.929,247100,247.1,4,
654,BE:FIRST,Great Mistakes,https://i.scdn.co/image/ab67616d0000b273a3781fd31bb6ba6942229573,2023-04-26,52,0.662,0.839,1,-5.436,1,0.0512,0.00764,2.32E-05,0.0323,0.574,89.962,257667,257.667,4,https://p.scdn.co/mp3-preview/13bbb335526a84091291628c5644cf51b92376be?cid=133ab60d36dd449d94af25689ddde7ed
655,IVE,Off The Record,https://i.scdn.co/image/ab67616d0000b273cbd185b2883c3e898afe3d48,2023-10-06,62,0.767,0.745,10,-5.338,1,0.0449,0.101,0.00E+00,0.192,0.842,107.984,188733,188.733,4,https://p.scdn.co/mp3-preview/3346ec86648d6aebb9cd5fc4693c3e534719d12a?cid=133ab60d36dd449d94af25689ddde7ed
656,natsumi,イージーゲーム,https://i.scdn.co/image/ab67616d0000b273ada65674dff7f8f945405dec,2021-05-10,57,0.605,0.909,1,-2.483,0,0.13,0.227,0.00E+00,0.0497,0.901,165.953,183930,183.93,4,
657,ONE OK ROCK,Vandalize,https://i.scdn.co/image/ab67616d0000b27322bd955b34bfd34a8d449202,2022-09-09,53,0.591,0.892,10,-4.865,1,0.0527,0.0122,0.00E+00,0.206,0.555,133.998,194696,194.696,4,https://p.scdn.co/mp3-preview/5c9f938424ccf917448a20c0350463c4bf02434d?cid=133ab60d36dd449d94af25689ddde7ed
658,Lady Gaga,Sour Candy,https://i.scdn.co/image/ab67616d0000b273348a8b432f3e8e02f342056e,2020-05-28,68,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12E-05,0.489,0.784,120.006,157707,157.707,4,
659,YUI,CHE.R.RY,https://i.scdn.co/image/ab67616d0000b2737508bd4e7236b2524dc2ec91,2007-04-04,64,0.599,0.906,5,-2.899,1,0.032,0.245,1.82E-04,0.265,0.648,109.198,209973,209.973,4,https://p.scdn.co/mp3-preview/b173240e3e0dce0ec79a52abd85d93c870bb4aa1?cid=133ab60d36dd449d94af25689ddde7ed
